State,Year,Beach ID,Beach Name,County,Beach Access,Beach Owner,BeachLength (Mi),Tier,Start Latitude,Start Longitude,End Latitude,End Longitude,Waterbody Name,Waterbody Type,AdvisoryReportingFrequency(to EPA),AdvisoryReportingFrequencyUnits
MA,2021,MA458648,Marconi (National Seashore),BARNSTABLE,Public,Public,3.032,2,41.92247606,-69.97326626,41.88045752,-69.95649083,,,,
MA,2021,MA964202,Marconi (National Seashore),BARNSTABLE,Public,Public,3.032,2,41.92258,-69.97405,41.88032,-69.95761,,,,
MA,2021,MA375372,Marconi (National Seashore),BARNSTABLE,Public,Public,3.032,2,,,,,,,,
MA,2021,MA875005,Marconi - Sampling Point 3,BARNSTABLE,Public,Public,1.01,2,,,,,Atlantic Ocean,Open Coast,,
MA,2021,MA464496,Mashpee Neck Road (Town Landing),BARNSTABLE,Public,Public,0.04,2,41.60048,-70.46583,41.60017,-70.46639,,,,
MA,2021,MA163914,Massasoit Hills,BARNSTABLE,null,,0.024,,41.86619102,-70.00850998,41.8666333,-70.00864202,Atlantic Ocean,Open Coast,,
MA,2021,MA992552,Maushup Village,BARNSTABLE,Private,Private,0.167,2,41.5613,-70.4736,41.5633,-70.4709,,,,
MA,2021,MA467731,Mayflower,BARNSTABLE,Public,Public,0.263,2,41.74048,-70.22162,41.74259,-70.2174,,,,
MA,2021,MA752065,Mayo,BARNSTABLE,Public,Public,0.221,2,41.93038,-70.03457,41.92915,-70.03068,,,,
MA,2021,MA369693,Meeting House Pond,BARNSTABLE,Public,Public,0.016,2,41.77995,-69.96196,41.77973,-69.96205,,,,
MA,2021,MA655169,Megansett,BARNSTABLE,Public,Public,0.091,2,41.65498,-70.62469,41.65628,-70.62482,,,,
MA,2021,MA360119,Megansett North,BARNSTABLE,Public,Public,0,2,,,,,,,,
MA,2021,MA591966,Megansett Yacht Club,BARNSTABLE,Private,Private,0.03,2,41.65608,-70.62327,41.65611,-70.62263,,,,
MA,2021,MA318034,Menauhant East,BARNSTABLE,Public,Public,0.12,2,41.54936,-70.55527,41.5499,-70.5531,,,,
MA,2021,MA454163,Menauhant West,BARNSTABLE,Public,Public,0.29,2,41.54887,-70.56098,41.54919,-70.55548,,,,
MA,2021,MA544367,Merkel Beach (Snow Inn Road),BARNSTABLE,Public,Public,0.21,2,41.66314,-70.0711,41.66212,-70.06754,,,,
MA,2021,MA246390,Mill Creek,BARNSTABLE,Public,Public,0.46,2,41.76472,-70.47585,41.76532,-70.48215,,,,
MA,2021,MA546332,Mill Road,BARNSTABLE,Public,Public,0.123,2,41.54111,-70.62439,41.54147,-70.62209,,,,
MA,2021,MA101364,Millway,BARNSTABLE,Public,Public,0.107,2,41.70916,-70.29735,41.7088,-70.29935,,,,
MA,2021,MA652682,Monument,BARNSTABLE,Public,Public,0.216,,,,,,Atlantic Ocean,Open Coast,,
MA,2021,MA103920,Monument,BARNSTABLE,null,,0.216,3,41.71595,-70.61492,41.71366,-70.61718,,,,
MA,2021,MA141455,Nauset,BARNSTABLE,Public,Public,8.57,2,41.82871,-69.94281,41.70419,-69.93347,,,,
MA,2021,MA312817,Nauset Light (National Seashore),BARNSTABLE,Public,Public,2.161,2,41.88045752,-69.95649083,41.84996058,-69.94712226,,,,
MA,2021,MA838907,Nauset Light (National Seashore),BARNSTABLE,Public,Public,2.161,2,,,,,,,,
MA,2021,MA105713,Nauset Light (National Seashore),BARNSTABLE,Public,Public,2.161,2,41.88032,-69.95743,41.84973,-69.94807,,,,
MA,2021,MA103164,Nauset Light - 3,BARNSTABLE,Public,Public,0.72,2,,,,,Atlantic Ocean,Open Coast,,
MA,2021,MA196150,Neel Road,BARNSTABLE,Public,Public,0.02,3,41.66542,-70.05186,41.66548,-70.05148,,,,
MA,2021,MA246941,New Silver (Silver Beach Improvement Association),BARNSTABLE,Private,Private,0.21,2,41.64025,-70.64513,41.63769,-70.64316,,,,
MA,2021,MA601611,Newcomb Hollow,BARNSTABLE,Public,Public,1.605,3,41.96671,-69.99729,41.94541,-69.98464,,,,
MA,2021,MA843802,No Name,BARNSTABLE,null,,0.091,,41.54185556,-70.60311219,41.54214703,-70.60483042,Atlantic Ocean,Open Coast,,
MA,2021,MA431434,Nobska Beach Association,BARNSTABLE,Private,Private,0.194,2,41.5179,-70.66074,41.51671,-70.65734,,,,
MA,2021,MA247772,Noon's Landing,BARNSTABLE,Public,Public,0.042,2,42.04956,-70.11871,42.04922,-70.11803,,,,
MA,2021,MA987335,Ocean Club,BARNSTABLE,Private,Private,0,2,41.64313,-70.20476,41.64414,-70.20033,,,,
MA,2021,MA614662,Ocean Edge,BARNSTABLE,Private,Private,0.11,2,41.77618,-70.05412,41.77731,-70.05107,,,,
MA,2021,MA537358,Ocean Edge - 1,BARNSTABLE,Private,Private,0.08,2,,,,,,,,
MA,2021,MA177309,Ocean Front Condo Association,BARNSTABLE,null,,0.062,,41.66499003,-69.95388517,41.6650421,-69.95533491,Atlantic Ocean,Open Coast,,
MA,2021,MA572504,Ocean Mist Hotel,BARNSTABLE,Private,Private,0.05,2,41.63862,-70.21578,41.63896,-70.21493,,,,
MA,2021,MA410157,Old Mill Point Association,BARNSTABLE,Private,Private,0.31,2,41.65823,-70.10868,41.65776,-70.11469,,,,
MA,2021,MA805541,Old Mill Point Association - left of Jetty,BARNSTABLE,Private,Private,0.06,2,41.65917824,-70.1073781,41.65823907,-70.10868697,Atlantic Ocean,Open Coast,,
MA,2021,MA665107,Old Silver (Public) - North,BARNSTABLE,Public,Public,0.06,2,41.62381,-70.63987,41.62297,-70.64014,,,,
MA,2021,MA402482,Old Silver (Public) - South,BARNSTABLE,Public,Public,0.08,2,41.62297,-70.64014,41.62194,-70.64078,,,,
MA,2021,MA611641,Old Silver 1,BARNSTABLE,null,,0.152,,,,,,Atlantic Ocean,Open Coast,,
MA,2021,MA101965,Old Silver 1 (Residents),BARNSTABLE,Public,Public,0.11,2,41.62563,-70.64008,41.62402,-70.63996,,,,
MA,2021,MA743329,Old Silver Beach Estates Assoc.,BARNSTABLE,Private,Private,0.143,2,41.62955,-70.64171,41.62758,-70.64087,,,,
MA,2021,MA556261,Omaha Road,BARNSTABLE,Public,Public,0.078,3,41.91438,-70.02765,41.91352,-70.02675,,,,
MA,2021,MA289926,Oregon,BARNSTABLE,Public,Public,0.008,2,41.59605,-70.44459,41.59617,-70.44456,,,,
MA,2021,MA739970,Oyster Harbors Club,BARNSTABLE,Private,Private,0.152,2,41.62103,-70.41926,41.62211,-70.41705,,,,
MA,2021,MA481452,Oyster Place,BARNSTABLE,Public,Public,0.01,2,41.61630793,-70.43314725,41.61608654,-70.43359222,Atlantic Ocean,Open Coast,,
MA,2021,MA915672,Oyster Pond,BARNSTABLE,Public,Public,0.071,2,41.6809,-69.96333,41.67987,-69.96331,,,,
MA,2021,MA072208,PICTURE LAKE,BARNSTABLE,null,,3.5,,,,,,Picture Lake,,,
MA,2021,MA359761,PROVINCETOWN HARBOR BEACH,BARNSTABLE,null,,3,,,,,,"Provincetown Bay, Cape Cod Bay/Provincetown Harbor",,,
MA,2021,MA677827,Pain Hollow,BARNSTABLE,null,,0,,41.91089361,-70.00977347,41.91109388,-70.01005895,Atlantic Ocean,Open Coast,,
MA,2021,MA465209,Paines Creek,BARNSTABLE,Public,Public,0.289,2,41.76126,-70.11443,41.76236,-70.10957,,,,
MA,2021,MA165724,Pamet Harbor,BARNSTABLE,Public,Public,0.064,2,41.99231,-70.07166,41.99146,-70.0721,,,,
MA,2021,MA338567,Parkers River East,BARNSTABLE,Public,Public,0.034,2,41.64092,-70.21145,41.64119,-70.21092,,,,
MA,2021,MA850825,Parkers River West,BARNSTABLE,Public,Public,0.065,2,41.64045,-70.21256,41.64091,-70.21146,,,,
MA,2021,MA816297,Patuisset Beach,BARNSTABLE,Public,Public,0.01,2,41.6824,-70.6248,41.682,-70.6249,,,,
MA,2021,MA106629,Paw Wah Pond,BARNSTABLE,Public,Public,0.01,3,41.75635216,-69.96988086,41.75443253,-69.96647138,Atlantic Ocean,Open Coast,,
MA,2021,MA538038,Penznace,BARNSTABLE,null,,0.042,,41.5253402,-70.68728544,41.52605372,-70.68714021,Atlantic Ocean,Open Coast,,
MA,2021,MA118601,Pilgrim,BARNSTABLE,null,,1.702,,42.04953643,-70.1189881,42.06166969,-70.14726004,Atlantic Ocean,Open Coast,,
MA,2021,MA999399,Pilgrim,BARNSTABLE,null,,0.278,,42.06166969,-70.14726004,42.06239802,-70.152719,Atlantic Ocean,Open Coast,,
MA,2021,MA201678,Pilgrim Beach Village,BARNSTABLE,null,,0.046,,42.04271194,-70.10700086,42.04326224,-70.10764979,Atlantic Ocean,Open Coast,,
MA,2021,MA670821,Pilgrim Pine Acres,BARNSTABLE,Private,Private,0.096,2,41.77059,-70.07924,41.77145,-70.07781,,,,
MA,2021,MA426347,Pinelands Park,BARNSTABLE,null,,0.042,,41.77361971,-70.06210895,41.77388788,-70.0613476,Atlantic Ocean,Open Coast,,
MA,2021,MA199752,Pirate's Cove Association,BARNSTABLE,null,,0,,,,,,Atlantic Ocean,Open Coast,,
MA,2021,MA815860,Pleasant Bay,BARNSTABLE,Public,Public,0.039,3,41.71387,-69.99566,41.71334,-69.99537,,,,
MA,2021,MA584237,Pleasant Bay,BARNSTABLE,Public,Public,0.13,2,41.73327437,-69.99058304,41.73480312,-69.99023084,,,,
MA,2021,MA308765,Pleasant Road,BARNSTABLE,Public,Public,0.092,2,41.6597,-70.10573,41.65938,-70.10746,,,,
MA,2021,MA027024,Pleasant Street,BARNSTABLE,Public,Public,0.041,2,41.66832,-70.03363,41.66813,-70.03158,,,,
MA,2021,MA378466,Pocasset Beach Improvement Association,BARNSTABLE,Private,Private,0.114,2,41.68646,-70.62256,41.68671,-70.62043,,,,
MA,2021,MA273720,Point of Rocks,BARNSTABLE,Public,Public,0.05,2,41.77312,-70.07062,41.77267,-70.06989,,,,
MA,2021,MA608392,Pond Avenue,BARNSTABLE,null,,0,,41.90945231,-70.00557145,41.90948562,-70.00586454,Atlantic Ocean,Open Coast,,
MA,2021,MA139409,Popponesset (Beach Road),BARNSTABLE,Private,Private,0.71,2,41.5684,-70.4649,41.57644,-70.45822,,,,
MA,2021,MA590846,Popponesset (Bluff Ave),BARNSTABLE,Private,Private,0.4,2,41.57124,-70.46237,41.57593,-70.45815,,,,
MA,2021,MA312972,Popponesset (New Seabury Inn),BARNSTABLE,Private,Private,0.45,2,41.5633,-70.4709,41.5684,-70.4649,,,,
MA,2021,MA279857,Popponesset Beach Association,BARNSTABLE,Private,Private,0.06,2,41.5693,-70.4641,41.5702,-70.4632,,,,
MA,2021,MA805625,Port Animacut,BARNSTABLE,null,,0.021,,41.75401718,-69.96935548,41.7537921,-69.96906597,Atlantic Ocean,Open Coast,,
MA,2021,MA732900,Powers Landing,BARNSTABLE,Public,Public,0.049,2,41.92981,-70.0489,41.92997,-70.04797,,,,
MA,2021,MA582906,Prince Cove,BARNSTABLE,Public,Public,0.01,2,41.64479545,-70.41133447,41.64460948,-70.41180603,Atlantic Ocean,Open Coast,,
MA,2021,MA735345,Priscilla's Landing,BARNSTABLE,Public,Public,0.103,2,41.79982523,-69.94491285,41.80124121,-69.94355822,,,,
MA,2021,MA867678,Private Beach 1,BARNSTABLE,null,,0,,,,,,Atlantic Ocean,Open Coast,,
MA,2021,MA268212,Private Beach 2,BARNSTABLE,null,,0,,,,,,Atlantic Ocean,Open Coast,,
MA,2021,MA788251,Private Beach 3,BARNSTABLE,null,,0,,,,,,Atlantic Ocean,Open Coast,,
MA,2021,MA273662,Private Beach 4,BARNSTABLE,null,,0,,,,,,Atlantic Ocean,Open Coast,,
MA,2021,MA145527,Private Beach 5,BARNSTABLE,null,,0,,,,,,Atlantic Ocean,Open Coast,,
MA,2021,MA509675,Private Beach 6,BARNSTABLE,null,,0,,,,,,Atlantic Ocean,Open Coast,,
MA,2021,MA100431,Provincetown Inn East,BARNSTABLE,Public,Public,0.17,2,42.04042,-70.19444,42.03801,-70.19472,,,,
MA,2021,MA972896,Provincetown Inn Rotary,BARNSTABLE,Public,Public,0.255,3,42.03799,-70.19486,42.03683,-70.19641,,,,
MA,2021,MA370395,QUEEN SEWELL POND,BARNSTABLE,null,,0.5,,,,,,Queen Sewell Pond,,,
MA,2021,MA580588,Quail Acres,BARNSTABLE,Private,Private,0.04,2,41.781463,-70.039996,41.781079,-70.040816,Atlantic Ocean,Open Coast,,
MA,2021,MA931143,Quanset Harbor Club Association,BARNSTABLE,Private,Private,0.011,2,41.73776,-69.97938,41.7376,-69.97938,,,,
MA,2021,MA837392,Quisset Beach Association,BARNSTABLE,Private,Private,0.17,2,41.53591,-70.63937,41.53705,-70.63696,,,,
MA,2021,MA498704,Race Point (National Seashore),BARNSTABLE,Public,Public,2.631,2,42.07678,-70.15428,42.0584,-70.23666,,,,
MA,2021,MA994742,Race Point (National Seashore),BARNSTABLE,Public,Public,2.631,2,42.0591688,-70.23721965,42.07700443,-70.15434727,,,,
MA,2021,MA614461,Race Point (National Seashore),BARNSTABLE,Public,Public,2.631,2,,,,,,,,
MA,2021,MA267812,Race Point - Sampling Point 3,BARNSTABLE,Public,Public,0.87,2,,,,,Atlantic Ocean,Open Coast,,
MA,2021,MA343487,Racing Beach Association,BARNSTABLE,Private,Private,0.12,2,41.55347,-70.65409,41.55504,-70.65424,,,,
MA,2021,MA822481,Raycroft,BARNSTABLE,Public,Public,0.013,2,41.99994,-70.02028,41.9666,-69.99722,,,,
MA,2021,MA386689,Red River,BARNSTABLE,null,,0.105,,41.66706499,-70.04328962,41.66606827,-70.04605727,Atlantic Ocean,Open Coast,,
MA,2021,MA926504,Red River East,BARNSTABLE,Public,Public,0.105,2,41.66764,-70.03982,41.66763,-70.03779,,,,
MA,2021,MA471736,Red River Middle,BARNSTABLE,Public,Public,0.186,2,41.66745,-70.04341,41.66764,-70.03982,,,,
MA,2021,MA504097,Red River West,BARNSTABLE,Public,Public,0.178,2,41.6664,-70.04623,41.66745,-70.04341,,,,
MA,2021,MA619229,Ridgevale,BARNSTABLE,Public,Public,0.339,2,41.67248,-70.01043,41.67132,-70.00419,,,,
MA,2021,MA558522,Riverside Harbor (Wixon Dock),BARNSTABLE,null,,0.028,,,,,,Atlantic Ocean,Open Coast,,
MA,2021,MA862437,Rock Harbor,BARNSTABLE,Public,Public,0.226,2,41.79938529,-70.01011545,41.79930868,-70.00626961,,,,
MA,2021,MA523891,Rocky Point,BARNSTABLE,null,,0.161,,41.7970706,-69.94995685,41.79649477,-69.95082527,Atlantic Ocean,Open Coast,,
MA,2021,MA933088,Ropes,BARNSTABLE,Public,Public,0.096,2,41.61973,-70.43293,41.62107,-70.43303,,,,
MA,2021,MA698017,Round Cove,BARNSTABLE,null,,0.005,,41.72029203,-69.99825539,41.72042374,-69.99807445,Atlantic Ocean,Open Coast,,
MA,2021,MA807942,Ryder,BARNSTABLE,Public,Public,0.014,3,41.96315,-70.07703,41.96295,-70.07706,,,,
MA,2021,MA433361,Ryder Street,BARNSTABLE,Public,Public,0.096,2,42.049476,-70.187293,42.049881,-70.186757,,,,
MA,2021,MA639914,Ryder Street,BARNSTABLE,Public,Public,0.096,2,42.04948,-70.18729,42.05039,-70.18575,,,,
MA,2021,MA664693,Ryder Street,BARNSTABLE,Public,Public,0.096,2,42.050169,-70.1862,42.050385,-70.185753,,,,
MA,2021,MA125754,S. Sunken Meadow,BARNSTABLE,Public,Public,0.06,2,41.87248,-70.00917,41.86886,-70.00888,,,,
MA,2021,MA280425,SANDY POND (LITTLE),BARNSTABLE,null,,0.011,,,,,,Sandy Pond,,,
MA,2021,MA479310,SHUBAEL POND,BARNSTABLE,null,,,,,,,,"Shubael Pond, Marstons Mills",,,
MA,2021,MA230109,Saconessett Hills Association,BARNSTABLE,Private,Private,0.138,2,41.57916,-70.6416,41.57718,-70.6412,,,,
MA,2021,MA867671,Sagamore,BARNSTABLE,Public,Public,1.384,3,41.79294,-70.51961,41.80825,-70.53598,,,,
MA,2021,MA748740,Saints Landing,BARNSTABLE,Public,Public,0.067,2,41.76441,-70.10276,41.76483,-70.10163,,,,
MA,2021,MA925103,Salt Pond,BARNSTABLE,Public,Public,0.03,2,41.83555,-69.97349,41.83508,-69.97347,,,,
MA,2021,MA266048,Saltworks Association,BARNSTABLE,null,,0.081,,41.87043427,-70.00908967,41.87160047,-70.00928771,Atlantic Ocean,Open Coast,,
MA,2021,MA075274,Sandy Neck,BARNSTABLE,Public,Public,6.2,2,41.74034,-70.38945,41.72546,-70.27299,,,,
MA,2021,MA306385,Sansuit,BARNSTABLE,null,,0.009,,41.60801231,-70.45658697,41.60821196,-70.45633612,Atlantic Ocean,Open Coast,,
MA,2021,MA489027,Scatteree Town Landing,BARNSTABLE,Public,Public,0.021,2,41.70565846,-69.94733343,41.70540801,-69.94700447,,,,
MA,2021,MA447919,Scenic Park,BARNSTABLE,null,,0.077,,41.74844595,-70.59337767,41.74876609,-70.59285615,Atlantic Ocean,Open Coast,,
MA,2021,MA988052,Scraggy Beach: South Causeway,BARNSTABLE,Public,Public,0.18,2,41.66403,-70.63454,41.66298,-70.63103,,,,
MA,2021,MA536204,Scraggy Neck Recreation Association,BARNSTABLE,Private,Private,0.072,2,41.66148,-70.64778,41.66073,-70.64681,,,,
MA,2021,MA601984,Scudder Lane,BARNSTABLE,Public,Public,0.055,2,41.71015513,-70.32312516,41.70970379,-70.32190705,,,,
MA,2021,MA444621,Scusset (DCR),BARNSTABLE,Public,Public,0.46,2,41.78204,-70.50144,41.77852,-70.49376,,,,
MA,2021,MA847910,Sea Breeze Avenue,BARNSTABLE,Public,Public,0.04,2,41.66341,-70.08298,41.66345,-70.08223,,,,
MA,2021,MA391603,Sea Pines Condominiums,BARNSTABLE,Private,Private,0.1,2,41.77307,-70.06381,41.77384,-70.06179,,,,
MA,2021,MA900698,Sea Shell,BARNSTABLE,null,,0.023,,41.54516234,-70.58486618,41.54527918,-70.58539363,Atlantic Ocean,Open Coast,,
MA,2021,MA842468,Sea Street (Dennisport),BARNSTABLE,Public,Public,0.096,2,41.65186,-70.13535,41.65238,-70.13362,,,,
MA,2021,MA585360,Sea Street (East Dennis),BARNSTABLE,Public,Public,0.111,2,41.757,-70.15042,41.75776,-70.14851,,,,
MA,2021,MA284111,"Seacoast Shores Associates, Inc.",BARNSTABLE,Private,Private,0.093,2,41.56472,-70.65405,41.56341,-70.65437,,,,
MA,2021,MA264442,Seacrest Resort,BARNSTABLE,Private,Private,0.167,2,41.62757,-70.64087,41.62522,-70.64011,,,,
MA,2021,MA268317,Seagull (Center),BARNSTABLE,Public,Public,0.278,2,41.63494,-70.22517,41.63619,-70.22154,,,,
MA,2021,MA567339,Seagull (Left),BARNSTABLE,Public,Public,0.076,2,41.637,-70.22239,41.6362,-70.22148,,,,
MA,2021,MA925801,Seagull (Right),BARNSTABLE,Public,Public,0.44,2,41.63279,-70.23376,41.63493,-70.22517,,,,
MA,2021,MA308097,Sears Point,BARNSTABLE,null,,0.119,,41.76750668,-70.09364475,41.76830749,-70.09161197,Atlantic Ocean,Open Coast,,
MA,2021,MA831506,Seascape Motel,BARNSTABLE,null,,0.077,,42.04098985,-70.10470523,42.04192762,-70.10600448,Atlantic Ocean,Open Coast,,
MA,2021,MA966238,Seashell Condos,BARNSTABLE,null,,0.053,,41.92940789,-70.0487929,41.92916521,-70.04978308,Atlantic Ocean,Open Coast,,
MA,2021,MA704853,Seaside Park Improvement Association,BARNSTABLE,Private,Private,0.109,2,41.63146,-70.32071,41.63137,-70.3192,,,,
MA,2021,MA786978,Seasurf,BARNSTABLE,null,,0.111,,42.04524775,-70.11071092,42.04612025,-70.11233538,Atlantic Ocean,Open Coast,,
MA,2021,MA355509,Seaview Ave. Beach,BARNSTABLE,Public,Public,0.051,2,41.63951,-70.21469,41.63987,-70.21384,,,,
MA,2021,MA567496,Seconsett Island Causeway,BARNSTABLE,Public,Public,0.029,2,41.56747,-70.51458,41.56709,-70.51433,,,,
MA,2021,MA119647,Shearwater Association,BARNSTABLE,Private,Private,0.6,2,42.02547,-70.09053,42.01738,-70.08644,,,,
MA,2021,MA734294,Shore Cottages,BARNSTABLE,null,,0.039,,41.80569709,-69.97318361,41.80507303,-69.97350145,Atlantic Ocean,Open Coast,,
MA,2021,MA744997,Shorewood Beach Association,BARNSTABLE,Private,Private,0.352,2,41.5592598,-70.58243588,41.56442909,-70.57875617,,,,
MA,2021,MA584217,Silver Springs Association,BARNSTABLE,Private,Private,0.072,2,41.86297,-70.00774,41.86193,-70.00761,,,,
MA,2021,MA620999,Sippewissett Highlands Trust,BARNSTABLE,Private,Private,0.112,2,41.57424,-70.64166,41.57271,-70.64221,,,,
MA,2021,MA242910,Skaket Beach,BARNSTABLE,Public,Public,0.169,2,41.79572,-70.01582,41.79632,-70.01314,,,,
MA,2021,MA216017,Skaket Beach Condominiums,BARNSTABLE,Private,Private,0.107,2,41.79256,-70.01925,41.79386,-70.01819,,,,
MA,2021,MA479847,Snow Shore,BARNSTABLE,null,,0.048,,41.80461616,-69.95240079,41.80425227,-69.95159591,Atlantic Ocean,Open Coast,,
MA,2021,MA356750,South Cape Beach (DCR - DSPR),BARNSTABLE,null,,0.4,,,,,,Atlantic Ocean,Open Coast,,
MA,2021,MA929272,South Cape Beach (DCR - DSPR),BARNSTABLE,null,,0.4,,,,,,Atlantic Ocean,Open Coast,,
MA,2021,MA632453,South Cape Beach (DCR),BARNSTABLE,Public,Public,0.4,2,41.55099,-70.50923,41.55197,-70.50162,,,,
MA,2021,MA189401,South Cape Civic Association,BARNSTABLE,Private,Private,0.01,2,,,,,,,,
MA,2021,MA670056,South Middle,BARNSTABLE,Public,Public,0.07,2,41.6429,-70.20609,41.64313,-70.20476,,,,
MA,2021,MA159240,South Village,BARNSTABLE,Public,Public,0.098,2,41.65176,-70.15944,41.65136,-70.15785,,,,
MA,2021,MA463761,Sparrow Road,BARNSTABLE,null,,0.033,,41.86882288,-70.00894209,41.86934451,-70.00898987,Atlantic Ocean,Open Coast,,
MA,2021,MA573342,Spruce Hill,BARNSTABLE,null,,0.121,,41.78030758,-70.04289277,41.78112208,-70.04083853,Atlantic Ocean,Open Coast,,
MA,2021,MA388711,Stone Horse Yacht Club,BARNSTABLE,Private,Private,0.01,2,41.66377,-70.06495,41.66408,-70.06427,,,,
MA,2021,MA760601,Stoney Beach (MBL),BARNSTABLE,Public,Public,0.098,2,41.5297,-70.67318,41.52905,-70.67482,,,,
MA,2021,MA483983,Sullivan (Depot St.),BARNSTABLE,Public,Public,0.013,2,41.65473,-70.12462,41.65484,-70.12442,,,,
MA,2021,MA933299,Sunrise,BARNSTABLE,null,,0,,,,,,Atlantic Ocean,Open Coast,,
MA,2021,MA968666,Sunset Beach Association,BARNSTABLE,Public,Private,0.05,2,41.77145,-70.07782,41.77184,-70.0771,,,,
MA,2021,MA584598,Sunset Village (372 Shore Rd),BARNSTABLE,Private,Private,0.24,2,42.04963,-70.11902,42.05146,-70.12315,,,,
MA,2021,MA595981,Surf Drive - East,BARNSTABLE,Public,Public,0.04,2,41.54203,-70.61673,41.54247,-70.61615,,,,
MA,2021,MA406814,Surf Drive - Pool,BARNSTABLE,Public,Public,0.06,2,41.54202,-70.61787,41.54203,-70.61673,,,,
MA,2021,MA168754,Surf Drive - West,BARNSTABLE,Public,Public,0.22,2,41.54147,-70.62199,41.54202,-70.61787,,,,
MA,2021,MA845618,Sutton Place East,BARNSTABLE,Public,Public,0.189,2,42.05715,-70.13801,42.05577,-70.13395,,,,
MA,2021,MA826085,"Tahanto Associates, Inc.",BARNSTABLE,Private,Private,0.147,2,41.69918,-70.6226,41.70009,-70.62191,,,,
MA,2021,MA839637,Thatcher Town Park,BARNSTABLE,Public,Public,0.039,2,41.6383,-70.21703,41.63861,-70.21639,,,,
MA,2021,MA656793,Thayer Inn,BARNSTABLE,null,,0.05,,41.69601095,-69.95079141,41.69528222,-69.95091658,Atlantic Ocean,Open Coast,,
MA,2021,MA416713,The Belmont,BARNSTABLE,Private,Private,0.04,2,41.65537,-70.11738,41.65515,-70.11593,,,,
MA,2021,MA622585,The Gut,BARNSTABLE,Public,Public,0.138,3,41.92945,-70.07325,41.92745,-70.07328,,,,
MA,2021,MA827016,Thumpertown,BARNSTABLE,Public,Public,0.17,2,41.84379,-70.00535,41.84128,-70.00495,,,,
MA,2021,MA995022,Tides Hotel,BARNSTABLE,Public,Private,0.089,2,41.54304,-70.60701,41.54286,-70.6053,,,,
MA,2021,MA510056,Tides Hotel,BARNSTABLE,null,,0,,42.06239802,-70.152719,42.06242668,-70.15434587,Atlantic Ocean,Open Coast,,
MA,2021,MA830214,Tides Motel,BARNSTABLE,null,,0.067,,41.66765737,-70.03239052,41.66784524,-70.03366843,Atlantic Ocean,Open Coast,,
MA,2021,MA123857,Tonset,BARNSTABLE,null,,0.017,,41.80731759,-69.95297853,41.80700869,-69.95312527,Atlantic Ocean,Open Coast,,
MA,2021,MA103344,Torrey Beach Community Association,BARNSTABLE,Private,Private,0.825,2,41.74454,-70.41382,41.74883,-70.4285,,,,
MA,2021,MA905646,Towee Association,BARNSTABLE,null,,0.052,,41.73599855,-69.98796973,41.73619083,-69.98702079,Atlantic Ocean,Open Coast,,
MA,2021,MA134241,Town Cove,BARNSTABLE,Public,Public,0.025,2,41.79492182,-69.98184636,41.79460638,-69.98226987,,,,
MA,2021,MA272144,Town Cove,BARNSTABLE,Public,Public,0.05,2,41.80009,-69.9806,41.80067,-69.98009,,,,
MA,2021,MA277120,Town Landing,BARNSTABLE,null,,0.251,,41.93005207,-70.03424851,41.9301246,-70.03903078,Atlantic Ocean,Open Coast,,
MA,2021,MA294678,Town Landing - Breakwater,BARNSTABLE,Public,Public,0.34,2,42.06163,-70.16034,42.06172,-70.15385,,,,
MA,2021,MA620657,Town Landing - Snail Road,BARNSTABLE,Public,Public,0.069,2,42.06095,-70.16414,42.06119,-70.16284,,,,
MA,2021,MA861846,Town Landing - West of Coast Guard,BARNSTABLE,Public,Public,0.016,2,42.04481,-70.19134,42.0446,-70.1915,,,,
MA,2021,MA286058,Town Neck (Hemispheres),BARNSTABLE,Public,Public,0.281,2,41.77523,-70.49511,41.77248,-70.49166,,,,
MA,2021,MA773357,Town Neck Beach,BARNSTABLE,Public,Public,0.444,2,41.76768,-70.48348,41.76472,-70.47585,,,,
MA,2021,MA365090,Trotting Park,BARNSTABLE,Public,Public,0.067,2,41.65213,-70.16318,41.652,-70.16191,,,,
MA,2021,MA859072,Trunk River,BARNSTABLE,null,,0,,,,,,Atlantic Ocean,Open Coast,,
MA,2021,MA255652,Unamed Beach,BARNSTABLE,null,,0.026,,41.66632113,-69.96693104,41.66634158,-69.96751945,Atlantic Ocean,Open Coast,,
MA,2021,MA620698,Unnamed,BARNSTABLE,null,,0.028,,41.65603949,-70.6235333,41.65611527,-70.62292824,Atlantic Ocean,Open Coast,,
MA,2021,MA174461,Valley Road,BARNSTABLE,null,,0.37,,41.55106325,-70.65437999,41.55639968,-70.6550568,Atlantic Ocean,Open Coast,,
MA,2021,MA487104,Vernon St.,BARNSTABLE,Public,Public,0.04,2,41.64582,-70.27012,41.64557,-70.2694,,,,
MA,2021,MA949920,Veterans,BARNSTABLE,Public,Public,0.176,2,41.64194,-70.276962,41.639538,-70.27779,,,,
MA,2021,MA665306,WHITE POND LANDING,BARNSTABLE,null,,0.1,,,,,,White Pond,,,
MA,2021,MA515888,WINGS GROVE AKA LONG POND,BARNSTABLE,null,,0.03,,,,,,Long Pond,,,
MA,2021,MA733600,Wah Wah Taysee Road,BARNSTABLE,Public,Public,0.034,3,41.66323,-70.08717,41.66326,-70.08651,,,,
